,,,,,,Receiving,,,,,,
Rk,Player,Yds,From,To,G,Rec,Yds,Y/R,TD,Y/G,Pos,Team
4099,Rashad Medaris,887,2017,2019,31,57,887,15.6,5,28.6,WR,Cincinnati
4100,Tristan Smith,887,2001,2003,32,102,887,8.7,11,27.7,WR,Tulane
4101,Bobby Allen,886,1966,1968,30,58,886,15.3,7,29.5,WR,Texas Tech
4102,Corey Bridges,886,1993,1996,41,67,886,13.2,8,21.6,WR,South Carolina
4103,Dimitri Flowers,886,2014,2017,53,54,886,16.4,13,16.7,FB,Oklahoma
4104,Don Jones,886,1980,1983,40,56,886,15.8,11,22.2,WR,Texas A&M
4105,Duke Fergerson,886,1975,1975,11,57,886,15.5,4,80.5,WR,San Diego State
4106,Gavin Pearlman,886,1993,1994,18,54,886,16.4,2,49.2,WR,New Mexico
4107,Jacob Bernard,886,2019,2024,40,65,886,13.6,3,22.2,WR,Louisiana
4108,Jalen Williams,886,2018,2021,47,59,886,15,6,18.9,WR,Louisiana
4109,Lavel Davis,886,2020,2022,16,36,886,24.6,7,55.4,WR,Virginia
4110,Malosi Leonard,886,1999,2001,32,64,886,13.8,4,27.7,WR,Arizona
4111,Bob Graff,885,1980,1981,22,49,885,18.1,6,40.2,WR,Drake
4112,Dominick Blaylock,885,2019,2023,42,56,885,15.8,8,21.1,WR,"Georgia,Georgia Tech"
4113,Jarvis West,885,2011,2014,45,117,885,7.6,5,19.7,WR,Iowa State
4114,Rashied Davis,885,2000,2001,24,47,885,18.8,6,36.9,WR,San Jose State
4115,Cedric Patterson III,884,2018,2022,34,54,884,16.4,9,26,WR,"New Mexico,Rice"
4116,Jerone Williams,884,1989,1993,45,69,884,12.8,3,19.6,TE,New Mexico
4117,Justyn Shackleford,884,2013,2014,22,72,884,12.3,7,40.2,WR,Tulane
4118,Lonny Myles,884,1967,1969,30,64,884,13.8,4,29.5,WR,LSU
4119,Aaron Bailey,883,1992,1993,21,39,883,22.6,5,42,WR,Louisville
4120,Cameron Dollar,883,2018,2021,41,60,883,14.7,8,21.5,WR,Charlotte
4121,Derrick Locke,883,2007,2010,40,95,883,9.3,3,22.1,RB,Kentucky
4122,Eldridge Massington,883,2014,2017,47,65,883,13.6,5,18.8,WR,UCLA
4123,Eric Vaughn,883,1984,1986,22,43,883,20.5,6,40.1,WR,Louisville
4124,Jay Dumas,883,1993,1995,33,90,883,9.8,2,26.8,WR,Washington State
4125,Joe Pistoia,883,1968,1969,20,63,883,14,1,44.2,WR,Tulsa
4126,Ken Hodge,883,1962,1964,30,60,883,14.7,5,29.4,TE,Baylor
4127,Ryan Balentine,883,2009,2011,34,65,883,13.6,8,26,WR,Southern Mississippi
4128,Terry Sweeney,883,1965,1965,10,78,883,11.3,8,88.3,WR,Tulsa
4129,Wayne Bell,883,1964,1966,30,54,883,16.4,6,29.4,WR,Clemson
4130,Alfred Jamison,882,1956,1958,26,79,882,11.2,13,33.9,WR,Colgate
4131,Alfred Williams,882,1987,1989,33,65,882,13.6,6,26.7,WR,Southern Mississippi
4132,Jadon Thompson,882,2020,2024,45,65,882,13.6,4,19.6,WR,"Cincinnati,Louisville"
4133,Mike Lewis,882,1979,1982,42,60,882,14.7,9,21,WR,Maryland
4134,Otis Nelson,882,2005,2008,43,84,882,10.5,6,20.5,WR,Utah State
4135,Rich Parson,882,2001,2004,47,61,882,14.5,3,18.8,WR,Maryland
4136,Rod Streater,882,2010,2011,25,49,882,18,7,35.3,WR,Temple
4137,Stan Eure,882,1971,1973,32,59,882,14.9,9,27.6,WR,East Carolina
4138,Tyler Watts,882,2015,2018,39,102,882,8.6,3,22.6,WR,Texas State
4139,Allan Ray,881,1998,2000,33,67,881,13.1,2,26.7,WR,UTEP
4140,Chase Lane,881,2019,2024,39,68,881,13,4,22.6,WR,"Georgia Tech,Texas A&M"
4141,Hubert Moore,881,1978,1981,41,72,881,12.2,8,21.5,TE,Indiana State
4142,Jesus Reyes,881,1996,1998,33,66,881,13.3,4,26.7,WR,San Diego State
4143,Anthony Mahoungou,880,2015,2017,36,61,880,14.4,8,24.4,WR,Purdue
4144,Armani Levias,880,2018,2019,26,71,880,12.4,6,33.8,TE,Marshall
4145,Carl Platt,880,1987,1990,44,59,880,14.9,5,20,WR,South Carolina
4146,Chad Mock,880,2005,2006,22,68,880,12.9,4,40,WR,Hawaii
4147,Gerald Keigley,880,1970,1972,33,57,880,15.4,8,26.7,WR,LSU
4148,Kory Coles,880,1974,1976,33,57,880,15.4,7,26.7,WR,Utah State
4149,Marlon Heggs,880,1979,1980,22,54,880,16.3,3,40,WR,Georgia Tech
4150,Ben McCord,879,2012,2015,40,65,879,13.5,9,22,TE,Central Michigan
4151,Ken Henry,879,1965,1967,30,71,879,12.4,4,29.3,WR,Wake Forest
4152,Kenny Bell,879,2010,2013,43,50,879,17.6,6,20.4,WR,Alabama
4153,Kenny Farley,879,2001,2003,36,51,879,17.2,4,24.4,WR,Oregon State
4154,Mac Cody,879,1991,1993,26,64,879,13.7,7,33.8,WR,Memphis
4155,Tanner Koziol,879,2022,2024,27,89,879,9.9,12,32.6,TE,Ball State
4156,Dalen Cobb,878,2022,2024,22,67,878,13.1,4,39.9,WR,Georgia Southern
4157,Ed Armstrong,878,1968,1970,31,62,878,14.2,2,28.3,WR,Washington State
4158,Frank Magwood,878,1979,1982,40,50,878,17.6,3,22,WR,Clemson
4159,Greg Taylor,878,1972,1972,10,53,878,16.6,4,87.8,WR,UTEP
4160,Henry Phillips,878,1978,1979,20,65,878,13.5,3,43.9,WR,Long Beach State
4161,Jack Velling,878,2022,2024,27,57,878,15.4,11,32.5,TE,"Michigan State,Oregon State"
4162,Johnny Odom,878,1969,1971,32,68,878,12.9,9,27.4,WR,Texas Tech
4163,Josh Smith,878,2007,2008,23,54,878,16.3,3,38.2,WR,Colorado
4164,Ronnie Tyler,878,2008,2011,46,79,878,11.1,4,19.1,WR,Maryland
4165,Bob Farr,877,1972,1974,31,51,877,17.2,9,28.3,WR,Air Force
4166,David Blackburn,877,2008,2011,50,68,877,12.9,10,17.5,TE,Central Michigan
4167,D'Haquille Williams,877,2014,2015,15,57,877,15.4,6,58.5,WR,Auburn
4168,Ja'Cyais Credle,877,2020,2024,42,73,877,12,5,20.9,WR,"Georgia State,UCF"
4169,Marcel Courtillet,877,1967,1969,30,71,877,12.4,3,29.2,WR,Duke
4170,Mike Jones,877,1969,1971,27,70,877,12.5,7,32.5,WR,Columbia
4171,Tannar Rehrer,877,2010,2011,24,93,877,9.4,4,36.5,WR,Memphis
4172,Tevaris McCormick,877,2016,2017,24,72,877,12.2,8,36.5,WR,Troy
4173,Bobby Blizzard,876,1999,2003,41,78,876,11.2,6,21.4,TE,"Kentucky,North Carolina"
4174,Lee Harris,876,1992,1993,23,47,876,18.6,2,38.1,WR,Fresno State
4175,TiAndre Sanders,876,1990,1993,43,86,876,10.2,3,20.4,RB,Houston
4176,Tony Levine,876,1992,1995,40,71,876,12.3,3,21.9,WR,Minnesota
4177,Zion McKinney,876,1976,1979,45,62,876,14.1,5,19.5,WR,South Carolina
4178,Dwayne Hall,875,1976,1978,34,58,875,15.1,5,25.7,WR,Oregon State
4179,Ivan Delgado,875,2011,2012,22,68,875,12.9,2,39.8,WR,North Texas
4180,Chad Bartoszek,874,1999,2002,43,95,874,9.2,6,20.3,TE,Buffalo
4181,Charlie Murray,874,1976,1978,33,52,874,16.8,11,26.5,WR,North Texas
4182,David Osborne,874,1992,1994,33,54,874,16.2,3,26.5,WR,New Mexico State
4183,Glenn Massengale,874,1967,1969,29,63,874,13.9,4,30.1,RB,San Jose State
4184,Joel Wilson,874,2018,2022,33,82,874,10.7,11,26.5,TE,Central Michigan
4185,Marquez North,874,2013,2015,29,74,874,11.8,5,30.1,WR,Tennessee
4186,Robert Morgan,874,1998,2002,42,58,874,15.1,4,20.8,WR,Florida State
4187,Roderick Daniels Jr.,874,2021,2024,42,68,874,12.9,8,20.8,WR,SMU
4188,Shedrick Jackson,874,2018,2022,53,66,874,13.2,1,16.5,WR,Auburn
4189,Treyton Welch,874,2019,2023,50,77,874,11.4,9,17.5,,Wyoming
4190,Bob Keseday,873,1985,1986,23,67,873,13,2,38,TE,UTEP
4191,Burl Toler,873,2001,2004,41,69,873,12.7,4,21.3,WR,California
4192,Chris Hernandez,873,2007,2010,46,84,873,10.4,0,19,WR,New Mexico
4193,Curtis Hamilton,873,2007,2007,12,66,873,13.2,4,72.8,WR,Western Kentucky
4194,Daje Johnson,873,2012,2015,37,85,873,10.3,3,23.6,WR,Texas
4195,Dax Raymond,873,2015,2018,32,72,873,12.1,3,27.3,TE,Utah State
4196,Earl Stoudt,873,1958,1961,40,71,873,12.3,5,21.8,RB,Richmond
4197,John Mitchell,873,2016,2021,44,69,873,12.7,10,19.8,WR,Florida Atlantic
4198,Mykeal Terry,873,2006,2008,38,71,873,12.3,10,23,WR,Troy
4199,Seydou Traore,873,2021,2024,27,74,873,11.8,4,32.3,TE,"Arkansas State,Mississippi State"
4200,Travis Price,873,1985,1989,55,57,873,15.3,6,15.9,WR,Texas Tech
4201,Xazavian Valladay,873,2018,2022,54,88,873,9.9,4,16.2,RB,"Arizona State,Wyoming"
4202,Anthony Williams,872,2012,2015,47,79,872,11,3,18.6,WR,Nevada-Las Vegas
4203,Billy Kendall,872,1997,2000,40,79,872,11,7,21.8,TE,Memphis
4204,B.J. Mason,872,1988,1991,44,60,872,14.5,2,19.8,QB,Navy
4205,Chris Woods,872,1980,1983,44,52,872,16.8,5,19.8,WR,Auburn
4206,Fred Smith,872,1963,1965,30,46,872,19,11,29.1,WR,New Mexico State
4207,Jerry Reese,872,1991,1994,44,54,872,16.1,8,19.8,WR,San Jose State
4208,Justin Stockton,872,2014,2017,47,82,872,10.6,10,18.6,RB,Texas Tech
4209,Larry Johnson,872,1993,1994,22,73,872,11.9,4,39.6,WR,Western Michigan
4210,Marcus Anderson,872,1977,1980,42,56,872,15.6,10,20.8,WR,Tulane
4211,Michael Miller,872,1991,1994,34,48,872,18.2,5,25.6,WR,Notre Dame
4212,Mike Mullen,872,1978,1981,44,77,872,11.3,8,19.8,TE,Wake Forest
4213,Darrel Hicks,871,1989,1990,23,58,871,15,8,37.9,WR,Utah
4214,Dave Shamblin,871,1973,1976,34,50,871,17.4,4,25.6,WR,Nebraska
4215,Everett Ross,871,1985,1987,34,43,871,20.3,7,25.6,PR,Ohio State
4216,Jason Wood,871,2001,2004,46,73,871,11.9,6,18.9,WR,Arkansas State
4217,Jim Popp,871,1982,1985,44,80,871,10.9,1,19.8,TE,Vanderbilt
4218,Mike Creaney,871,1970,1972,30,45,871,19.4,5,29,WR,Notre Dame
4219,Mike Horacek,871,1993,1995,32,63,871,13.8,3,27.2,WR,Iowa State
4220,Mike Rigell,871,1998,2001,38,64,871,13.6,11,22.9,WR,BYU
4221,Tony Pierson,871,2011,2014,40,75,871,11.6,4,21.8,RB,Kansas
4222,Willy Tate,871,1991,1993,30,54,871,16.1,6,29,TE,Oregon
4223,Ivy Moore,870,1973,1975,33,52,870,16.7,2,26.4,WR,Southern Illinois
4224,Julian Ortega-Jones,870,2018,2023,49,77,870,11.3,1,17.8,,"Bowling Green,Texas State"
4225,Seth Collins,870,2015,2021,48,81,870,10.7,4,18.1,DB,"Oregon State,Texas Tech"
4226,Austin Osborne,869,2019,2023,34,96,869,9.1,2,25.6,WR,"Bowling Green,Washington"
4227,Frank Blackwell,869,1967,1969,29,51,869,17,7,30,WR,Memphis
4228,Jaylen Hall,869,2022,2022,14,68,869,12.8,6,62.1,WR,Western Kentucky
4229,Jermaine Braddock,869,2018,2022,44,70,869,12.4,6,19.8,WR,San Jose State
4230,Jerry Mays,869,1985,1989,39,115,869,7.6,10,22.3,RB,Georgia Tech
4231,Robert Ford,869,1970,1972,33,56,869,15.5,6,26.3,WR,Houston
4232,Shane Tucker,869,2013,2017,39,67,869,13,7,22.3,RB,Middle Tennessee State
4233,Tommy Durrance,869,1969,1971,32,85,869,10.2,12,27.2,RB,Florida
4234,Travis Moore,869,1990,1991,22,62,869,14,8,39.5,WR,Ball State
4235,Bradley Miller,868,2012,2014,36,82,868,10.6,3,24.1,TE,Texas State
4236,Dwayne Blakley,868,1998,2001,43,79,868,11,12,20.2,TE,Missouri
4237,Manuel Compas,868,1995,1998,39,65,868,13.4,6,22.3,WR,Ball State
4238,Marco Battle,868,1986,1989,35,67,868,13,5,24.8,WR,Alabama
4239,Marcus Mickel,868,1988,1991,31,77,868,11.3,1,28,WR,Virginia Tech
4240,Morris Letcher,868,1992,1993,20,74,868,11.7,8,43.4,WR,East Carolina
4241,Troy Mason,868,1999,2002,37,52,868,16.7,3,23.5,WR,Nevada-Las Vegas
4242,Chris Douglas,867,2000,2003,45,89,867,9.7,5,19.3,RB,Duke
4243,Gerry Shaw,867,1962,1964,30,56,867,15.5,7,28.9,WR,Washington State
4244,Jamie McCoy,867,2005,2009,29,78,867,11.1,7,29.9,QB,Texas A&M
4245,Kamrin Solomon,867,2014,2017,44,69,867,12.6,3,19.7,WR,Florida Atlantic
4246,Kole Wilson,867,2023,2024,16,78,867,11.1,8,54.2,WR,Texas State
4247,Bill Williams,866,1986,1990,44,64,866,13.5,3,19.7,WR,Wisconsin
4248,Damien Groce,866,1998,1999,15,56,866,15.5,8,57.7,WR,Iowa State
4249,Frank Jarzombek,866,1978,1980,35,51,866,17,8,24.7,WR,UTEP
4250,Glenn Rogers,866,1983,1986,47,61,866,14.2,5,18.4,RB,New Mexico
4251,Josh Briscoe,866,2005,2008,49,79,866,11,8,17.7,WR,Tennessee
4252,Junior Powell,866,1961,1963,30,65,866,13.3,9,28.9,RB,Penn State
4253,Mike Flanagan,866,1972,1974,33,66,866,13.1,3,26.2,WR,Indiana
4254,Arnold Thomas,865,1979,1980,19,52,865,16.6,5,45.5,WR,East Tennessee State
4255,Charles Davis,865,2002,2005,49,78,865,11.1,4,17.7,TE,Purdue
4256,Jeff Anhorn,865,1975,1979,44,61,865,14.2,5,19.7,WR,Minnesota
4257,John Call,865,1974,1976,32,49,865,17.7,9,27,WR,Richmond
4258,Johnell Barnes,865,2013,2015,33,72,865,12,3,26.2,WR,Duke
4259,Jumichael Ramos,865,2013,2017,44,61,865,14.2,7,19.7,WR,North Carolina State
4260,Mark Ziegler,865,1987,1988,21,47,865,18.4,5,41.2,WR,Eastern Michigan
4261,Mitch Andrews,865,1982,1985,44,87,865,9.9,5,19.7,TE,LSU
4262,Nick Tow-Arnett,865,2007,2009,38,57,865,15.2,4,22.8,TE,Minnesota
4263,Ray Robinson,865,1998,2001,43,113,865,7.7,2,20.1,RB,North Carolina State
4264,Adrian Killins,864,2016,2019,51,70,864,12.3,8,16.9,RB,UCF
4265,Bobby Williams,864,2005,2007,36,76,864,11.4,5,24,WR,Middle Tennessee State
4266,Colby Pearson,864,2014,2016,35,76,864,11.4,8,24.7,WR,BYU
4267,Frantz Simeon,864,2005,2006,23,53,864,16.3,3,37.6,WR,Florida Atlantic
4268,Jason Pirtle,864,2017,2021,53,79,864,10.9,8,16.3,TE,North Texas
4269,Luke Matthews,864,2009,2012,50,63,864,13.7,5,17.3,WR,Utah
4270,Paul Schreiner,864,1978,1981,45,77,864,11.2,10,19.2,RB,Pacific
4271,Rashad Ross,864,2011,2012,26,55,864,15.7,7,33.2,WR,Arizona State
4272,Ray Griffis,864,1991,1993,33,55,864,15.7,6,26.2,WR,North Carolina State
4273,S.J. Green,864,2003,2006,46,62,864,13.9,5,18.8,WR,South Florida
4274,Zeke Markshausen,864,2007,2009,27,92,864,9.4,3,32,WR,Northwestern
4275,Arnie Powell,863,1998,2001,44,60,863,14.4,8,19.6,WR,East Carolina
4276,Marcus Bennett,863,2017,2018,24,43,863,20.1,6,36,WR,Air Force
4277,Mike Bilik,863,1997,1999,29,75,863,11.5,7,29.8,TE,Toledo
4278,Tyrone Prothro,863,2003,2005,26,58,863,14.9,5,33.2,WR,Alabama
4279,Andy Holland,862,1996,1998,32,69,862,12.5,4,26.9,WR,Rutgers
4280,Avery Davis,862,2018,2021,40,66,862,13.1,8,21.6,CB,Notre Dame
4281,Chris Brazzell II,862,2022,2024,19,56,862,15.4,6,45.4,WR,"Tennessee,Tulane"
4282,Chris McGee,862,1984,1987,44,57,862,15.1,13,19.6,WR,Southern Mississippi
4283,James Ingram,862,1961,1963,30,66,862,13.1,7,28.7,WR,Baylor
4284,Jim Finley,862,1965,1966,20,59,862,14.6,5,43.1,WR,Purdue
4285,John Marshall,862,1983,1984,22,55,862,15.7,8,39.2,WR,Washington State
4286,Michael Young,862,2017,2021,51,74,862,11.6,7,16.9,,"Cincinnati,Notre Dame"
4287,Sam Lisle,862,1974,1976,33,43,862,20,5,26.1,WR,Oklahoma State
4288,Shaun Teevens,862,1980,1981,20,63,862,13.7,5,43.1,WR,Dartmouth
4289,Tory Humphrey,862,2001,2004,40,68,862,12.7,7,21.6,TE,Central Michigan
4290,Tyler Page,862,2017,2020,28,65,862,13.3,4,30.8,WR,SMU
4291,Amir Abdur-Rahman,861,2018,2022,48,67,861,12.9,4,17.9,WR,"Ball State,Vanderbilt"
4292,Camren McDonald,861,2018,2022,58,74,861,11.6,5,14.8,TE,Florida State
4293,Hayden Plinke,861,2015,2016,23,75,861,11.5,8,37.4,TE,UTEP
4294,Ivan McCartney,861,2010,2013,40,71,861,12.1,4,21.5,WR,West Virginia
4295,Izaiah Gathings,861,2021,2022,24,84,861,10.3,3,35.9,WR,Middle Tennessee State
4296,Jeff Blanc,861,1973,1976,44,71,861,12.1,8,19.6,RB,BYU
4297,Jim Yancey,861,1969,1971,32,66,861,13,6,26.9,TE,Florida
4298,Ray Siminski,861,1956,1958,29,60,861,14.4,7,29.7,WR,Furman
4299,Clint Dodson,860,1999,2001,32,80,860,10.8,4,26.9,TE,Army
4300,Dave Moton,860,1963,1965,30,50,860,17.2,8,28.7,TE,USC
4301,Don Floyd,860,1962,1964,30,61,860,14.1,3,28.7,WR,Florida State
4302,Greg Edmonds,860,1968,1970,30,66,860,13,6,28.7,WR,Penn State
4303,Harry Wilson,860,1974,1976,27,65,860,13.2,4,31.9,WR,Dartmouth
4304,Jaelan Austin,860,2015,2018,51,65,860,13.2,7,16.9,WR,Texas Christian
4305,Jheranie Boyd,860,2009,2012,44,44,860,19.5,13,19.5,WR,North Carolina
4306,Scott Wiley,860,1975,1978,40,44,860,19.5,4,21.5,RB,West Texas State
4307,Brandon Green,859,2008,2012,46,63,859,13.6,4,18.7,WR,Minnesota
4308,C.J. Hawthorne,859,2006,2007,27,61,859,14.1,6,31.8,DB,Hawaii
4309,George Milosevic,859,1970,1972,27,54,859,15.9,5,31.8,TE,Cornell
4310,Shane Morales,859,2006,2008,30,71,859,12.1,8,28.6,WR,Oregon State
4311,Andy Blount,858,2001,2004,44,55,858,15.6,11,19.5,WR,North Texas
4312,Chris Anderson,858,1994,1997,35,61,858,14.1,4,24.5,WR,Colorado
4313,Gary Patton,858,1984,1987,44,92,858,9.3,5,19.5,RB,Eastern Michigan
4314,George Johnson,858,2021,2024,32,68,858,12.6,4,26.8,DB,"Florida Atlantic,Massachusetts,Michigan"
4315,James Bradley,858,1989,1990,22,49,858,17.5,2,39,WR,Michigan State
4316,Kade Warner,858,2018,2022,50,90,858,9.5,5,17.2,WR,"Kansas State,Nebraska"
4317,Mike Jones,858,1973,1976,44,44,858,19.5,6,19.5,WR,Minnesota
4318,T.A. McLendon,858,2002,2004,32,93,858,9.2,3,26.8,RB,North Carolina State
4319,Brian Nelson,857,1976,1978,33,52,857,16.5,5,26,WR,Texas Tech
4320,Deante' Gray,857,2012,2016,46,54,857,15.9,8,18.6,WR,Texas Christian
4321,Donovan Ollie,857,2020,2024,44,72,857,11.9,4,19.5,WR,"Cincinnati,Colorado State,Washington State"
4322,Harold Busby,857,1966,1968,30,58,857,14.8,5,28.6,WR,UCLA
4323,Bob Fernandez,856,1966,1968,28,69,856,12.4,7,30.6,WR,Tampa
4324,Jeff Ellis,856,1987,1991,49,69,856,12.4,5,17.5,TE,Ohio State
4325,Kavious Price,856,2016,2019,44,85,856,10.1,4,19.5,WR,Kent State
4326,Steve Everson,856,1994,1996,27,64,856,13.4,4,31.7,WR,Boston College
4327,Warren Redix,856,2015,2018,45,85,856,10.1,5,19,WR,UTEP
4328,Bryan Owen,855,1994,1997,43,55,855,15.5,4,19.9,WR,Virginia
4329,Dylan Goffney,855,2021,2024,34,61,855,14,4,25.1,WR,"Colorado State,SMU"
4330,Jaylen Johnson,855,2019,2023,48,76,855,11.3,6,17.8,WR,"East Carolina,Georgia"
4331,John Christopher,855,2012,2015,48,84,855,10.2,3,17.8,WR,Temple
4332,Micah Davis,855,2020,2024,27,47,855,18.2,8,31.7,WR,"Air Force,Ole Miss,Utah State"
4333,Mo Jones,855,1998,2001,29,70,855,12.2,5,29.5,WR,Nevada
4334,Ryan Jones,855,2018,2022,42,78,855,11,9,20.4,LB,"East Carolina,Oklahoma"
4335,Bob Carter,854,1978,1981,28,48,854,17.8,5,30.5,WR,Arizona
4336,John Simar,854,1969,1971,31,70,854,12.2,3,27.5,WR,Army
4337,L.J. Castile,854,2007,2009,39,60,854,14.2,16,21.9,WR,Houston
4338,Spencer Harris,854,2010,2013,43,90,854,9.5,5,19.9,WR,Illinois
4339,Steven Pulley,854,1998,1999,19,60,854,14.2,5,44.9,WR,San Jose State
4340,Walter Howard,854,1974,1977,33,45,854,19,6,25.9,TE,Wyoming
4341,Bill Murphy,853,1967,1967,9,50,853,17.1,9,94.8,WR,Cornell
4342,Bryant Williams,853,2008,2010,33,86,853,9.9,5,25.8,WR,New Mexico
4343,David Griffin,853,1996,1996,11,68,853,12.5,7,77.5,WR,Idaho
4344,Dwayne Norman,853,1978,1981,41,35,853,24.4,8,20.8,WR,Western Carolina
4345,Jason Hatala,853,1997,2000,40,53,853,16.1,4,21.3,WR,Maryland
4346,Keith Hemmings,853,1999,2002,35,58,853,14.7,5,24.4,WR,Boston College
4347,Quan Bray,853,2011,2014,49,93,853,9.2,7,17.4,WR,Auburn
4348,Steve Davenport,853,1985,1988,44,55,853,15.5,6,19.4,WR,Georgia Tech
4349,Tevita Ofahengaue,853,1997,2000,43,62,853,13.8,4,19.8,TE,BYU
4350,Virgil Gerin,853,1984,1987,44,68,853,12.5,4,19.4,WR,Northern Illinois
4351,Ben Bronson,852,1993,1994,22,48,852,17.8,6,38.7,WR,Baylor
4352,Dalton Stroman,852,2021,2024,30,44,852,19.4,8,28.4,WR,Appalachian State
4353,Kristoff Williams,852,2011,2014,35,84,852,10.1,6,24.3,WR,Washington State
4354,Gene Austin,851,1971,1972,21,63,851,13.5,7,40.5,WR,Fresno State
4355,Jeff Price,851,1983,1984,22,55,851,15.5,5,38.7,WR,Purdue
4356,Ken Heine,851,1982,1984,33,61,851,14,9,25.8,WR,Navy
4357,Kevin Snyder,851,1989,1992,44,64,851,13.3,4,19.3,WR,Arizona State
4358,Marlon Brown,851,2009,2012,40,55,851,15.5,8,21.3,WR,Georgia
4359,Rashard Smith,851,2009,2013,41,69,851,12.3,8,20.8,DB,North Carolina State
4360,Rodney Smith,851,1977,1980,44,66,851,12.9,3,19.3,RB,Louisiana
4361,Chris Hannon,850,2002,2005,46,69,850,12.3,12,18.5,WR,Tennessee
4362,Chris Talley,850,2001,2004,42,72,850,11.8,1,20.2,WR,Eastern Michigan
4363,Dralves Edwards,850,1970,1971,22,54,850,15.7,5,38.6,WR,North Texas
4364,Joe Hixon,850,1978,1979,22,61,850,13.9,6,38.6,WR,New Mexico State
4365,Walter Bryant,850,2005,2008,50,77,850,11,3,17,WR,Texas Christian
4366,A.J. Coney,849,2015,2017,38,69,849,12.3,4,22.3,WR,Akron
4367,Freddie Dussett,849,1986,1988,35,59,849,14.4,12,24.3,WR,Wyoming
4368,Greg Laetsch,849,1975,1978,44,53,849,16,8,19.3,WR,Furman
4369,Jack Westover,849,2019,2023,52,87,849,9.8,6,16.3,TE,Washington
4370,Jayden Harrison,849,2020,2024,51,78,849,10.9,4,16.6,WR,"Marshall,Notre Dame,Vanderbilt"
4371,Larkay James,849,1993,1995,20,59,849,14.4,5,42.5,WR,Houston
4372,Mel Campbell,849,1978,1980,33,58,849,14.6,7,25.7,WR,Oklahoma State
4373,Riley Myers,849,1968,1971,31,72,849,11.8,8,27.4,WR,Ole Miss
4374,Jacoby Franks,848,2008,2011,40,86,848,9.9,3,21.2,WR,Texas Tech
4375,Jonathan Warzeka,848,2008,2011,38,49,848,17.3,7,22.3,WR,Air Force
4376,Kevin Fogler,848,2008,2010,28,38,848,22.3,5,30.3,WR,Air Force
4377,Lee Morris,848,2016,2019,54,41,848,20.7,11,15.7,WR,Oklahoma
4378,Reggie Sims,848,1981,1984,43,72,848,11.8,2,19.7,TE,Northern Illinois
4379,Richard Washington,848,2003,2004,17,73,848,11.6,8,49.9,WR,North Carolina State
4380,Ethan Howell,847,1998,1999,22,43,847,19.7,6,38.5,WR,Oklahoma State
4381,Joe Mohler,847,1999,2002,44,60,847,14.1,6,19.3,WR,Ohio
4382,Justin Gardner,847,2004,2007,43,76,847,11.1,7,19.7,WR,Central Michigan
4383,Kevin Ozier,847,2011,2013,36,55,847,15.4,7,23.5,WR,Arizona State
4384,Kirk Jones,847,1983,1986,42,92,847,9.2,3,20.2,RB,Nevada-Las Vegas
4385,Michael Johnson,847,2001,2003,37,62,847,13.7,4,22.9,WR,Georgia
4386,Michael Walker,847,2015,2018,50,71,847,11.9,5,16.9,DB,Boston College
4387,Mike Jones,847,2007,2010,47,69,847,12.3,8,18,WR,UAB
4388,Percy Waddle,847,1987,1989,34,53,847,16,6,24.9,WR,Texas A&M
4389,Reynaldo Pellerin,847,2003,2006,42,85,847,10,9,20.2,WR,SMU
4390,Bob Stonebraker,846,1967,1969,28,56,846,15.1,8,30.2,WR,Rutgers
4391,Charlie Brendle,846,1960,1962,30,51,846,16.6,9,28.2,WR,The Citadel
4392,Cleavon Brooks,846,1998,1999,21,59,846,14.3,4,40.3,WR,Nevada
4393,Damola Adeniji,846,2008,2009,24,58,846,14.6,6,35.3,WR,Oregon State
4394,David Pitchko,846,1989,1991,33,55,846,15.4,3,25.6,WR,South Carolina
4395,Devin Gentry,846,2016,2019,48,60,846,14.1,8,17.6,WR,Georgia State
4396,Evan Landi,846,2009,2012,46,72,846,11.8,3,18.4,QB,South Florida
4397,Jacob Murphy,846,2002,2005,33,57,846,14.8,4,25.6,WR,Army
4398,Montrell Flowers,846,1999,2001,26,61,846,13.9,10,32.5,WR,Texas
4399,Robert Chatman,846,1975,1978,44,58,846,14.6,6,19.2,WR,Mississippi State
4400,Tracy Franz,846,1978,1981,45,67,846,12.6,7,18.8,TE,San Jose State
4401,Aaron Valentin,845,2008,2009,24,65,845,13,9,35.2,WR,Purdue
4402,A.J. Henning,845,2020,2024,49,95,845,8.9,5,17.2,WR,"Michigan,Northwestern"
4403,Kevin Roach,845,2003,2006,47,65,845,13,2,18,WR,East Carolina
4404,Lamart Barrett,845,2003,2006,40,77,845,11,0,21.1,WR,North Carolina State
4405,Ray Craft,845,1986,1989,44,51,845,16.6,2,19.2,WR,Memphis
4406,Will Hastings,845,2015,2019,42,56,845,15.1,6,20.1,,Auburn
4407,Chuck White,844,1975,1977,33,50,844,16.9,8,25.6,WR,Maryland
4408,Daymond Patterson,844,2008,2012,46,98,844,8.6,5,18.3,WR,Kansas
4409,Dontrell Moore,844,2002,2005,48,89,844,9.5,8,17.6,RB,New Mexico
4410,E.J. Bibbs,844,2013,2014,22,84,844,10,10,38.4,TE,Iowa State
4411,Eric Pitts,844,1983,1986,44,67,844,12.6,2,19.2,WR,Kentucky
4412,Ken DeLong,844,1967,1969,30,76,844,11.1,9,28.1,TE,Tennessee
